restaurant_name,cuisines,ratings,address,timings,phone,must_haves,price,more_info,description,rating_count
AJ's,"Fast Food, Continental, American, Italian, Burger, Pizza",4.3,"Margao, Goa",Opens tomorrow at 9:30am,+919923204220,"Garlic Cheese Bread, Chicken Lasagna, Lasagne, Beef Burger, English Breakfast, Chicken Burger",₹500 for two people (approx.),"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Cozy Ambiance, Polite Staff, Good Quality Food, Amazing Food, Worth the Money, Friendly Staff",334
Ziba Cafe & Bistro,"North Indian, Mughlai, Fast Food, Goan, Asian, Bar Food, Beverages",4.5,"Baga, Goa",12noon – 10:15pm (Today),+919673996988,"Fantastic Decoration, Awesome Spot to Hangout, Nice Concept, Clean and Hygienic Place, Food Presentation, Good Wifi","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Outdoor Seating
Family Friendly
All Day Breakfast
Table booking recommended
Karaoke
Rooftop
Smoking Area
Desserts and Bakes
Indoor Seating
Live Music","₹1,200 for two people (approx.) Without alcohol",70
Haya Family Restaurant,"South Indian, Chinese, Fast Food, North Indian, Bengali, Sichuan",3.5,"Calangute, Goa",9am – 12midnight (Today),+918411941786,₹500 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",31
German Bakery,"Seafood, Fast Food, North Indian, Beverages, Salad, Desserts, Asian",4.4,"Anjuna, Goa",8am – 11pm (Today),+917057901002,"Healthy Breakfast, Sandwiches, Coffee, Desserts, Pasta","₹1,000 for two people (approx.) Without alcohol","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Outside Seating, Quiet Place, Relaxed Atmosphere, Great Value, Great Ambience, Breakfast",251
There,"Continental, Mexican, Burger, Fast Food",3.9,"Mapusa, Goa",2pm – 11pm (Today),+917798682659,₹850 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",5
Swad Wada Pav,"Street Food, South Indian",New,"Aquem, Goa",7am – 7:30pm (Today),+917776944582,₹200 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",Newly Opened
Karim's,"Rolls, North Indian, Mughlai, Beverages",3.2,"Anjuna, Goa",12:30pm – 12midnight (Today),Not available for this place,₹800 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",4
The Tavern - Fort Tiracol Heritage Hotel,"North Indian, Continental, Italian, Goan, Fast Food, Beverages",4.3,"Arambol, Goa",11am – 10pm (Today),+917720056800,"View Point on Cafe Terrace, Customer Service, View, Food Quality, Ambiance, Experience","Exclusive of applicable taxes and charges, if any","Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly
Smoking Area
Outdoor Seating
Table reservation required
Wifi","₹2,500 for two people (approx.) Without alcohol",64
Aunty Maria - Fidalgo,"Cafe, American, Salad, Desserts, Beverages",3.3,"Fidalgo, Panaji, Goa",12:30pm – 12noon (Today),+918322226291,Coffee Shop That Is Functional 24X7,"Breakfast Menu, Lovely Ambience, Polite Staff, Cafe, Worth the Money, Management","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Chocolate Truffle, Carrot Cake, Masala Tea, Croissant, Pastries, Cappuccino",446
Krunch Cafe,"North Indian, Burger, Sandwich, Fast Food",4.1,"Mapusa, Goa",10am – 9:30pm (Today),+918668956197,"Cafe, Presentation, Customizable Food, Elaborate Menu, Great Place, Prices","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹500 for two people (approx.),34
Prime Rose,"Steak, Healthy Food, Chinese, Mexican, Burger, Pizza, Seafood, Beverages",4.4,"Penha de Franca, Goa",12noon – 12midnight (Today),+917498401634,"Veggie Burger, Grilled Chicken Steak, Sizzlers, Beef Burger, Platter, Pasta","₹1,800 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Live Music
Serves Cocktails
Table booking recommended
Live Entertainment
Indoor Seating
Smoking Area
Live Sports Screening
Outdoor Seating","Cashless Payments, Pool Table, Parking Space, Staff Service, Seating Area, Best Staff",720
Your Highness,"North Indian, Mughlai, Continental, Asian, Goan, Seafood, Beverages, Desserts",4.1,"Baga, Goa",12noon – 11:30pm (Today),+918408080117,"Royal Place, Elaborate Menu, Live Music, Fresh Food, Good Quality, Price","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","₹1,200 for two people (approx.) Without alcohol",58
Juju,"South Indian, North Indian, Kerala, Goan, Desserts, Biryani",3.9,"Colva, Goa",Opens at 7pm,+918956691430,"₹1,500 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Outdoor Seating
DJ
Serves Cocktails
Smoking Area
Table booking recommended
Desserts and Bakes
Live Music","Exclusive of applicable taxes and charges, if any",12
Seshh,"Seafood, Asian, Continental, Italian, Mexican, Chinese, North Indian, Desserts",4.3,"Bardez, Goa",Opens at 7:45pm,+918959608690,"Worth the Money, Young Crowd, Great Portions, Elaborate Menu, Good Music, Friendly Staff","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
DJ
Live Sports Screening
Live Music
Desserts and Bakes
Live Entertainment
Outdoor Seating
Indoor Seating
Smoking Area","₹1,700 for two people (approx.) Without alcohol",65
Zodiac - All Day Dining,"Goan, North Indian, Asian, Oriental, Italian, Continental, Desserts, Beverages",4.1,"Benaulim, Goa",12:30pm – 11:30pm (Today),+918326723333,"Atmosphere, Indian Food, Portion Size, Food Quality, Waiter, Live Music","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","₹1,200 for two people (approx.)",190
House Of Nomad,"Bar Food, Goan, Seafood",3.9,"Candolim, Goa",11am – 11pm (Today),+918326641101,"₹1,800 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",4
The Olive Room,"North Indian, Mughlai, Mexican, Continental, Italian, Chinese, Desserts, Beverages",4.1,"Palolem, Goa",8:30am – 1am (Today),+919545290888,"White Wine, Chicken Tikka, Sea Food, Crab, Pizza, Seafood",₹950 for two people (approx.) Without alcohol,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Casual Seating Area, Cool Ambience, Polite Staff, Worth the Money, Hospitality, Best Food under Best Budget",183
Al Zargham Family Restaurant,"Arabian, North Indian, Chinese, Mughlai, Mandi, Beverages, Desserts",-,"Margao, Goa",Opens at 7pm,+918326747262,₹800 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
John Seagull Restaurant & Bar,"North Indian, Chinese, Continental, Goan, Salad, Desserts",3.9,"Bogmalo, Goa",11am – 12midnight (Today),+919860269849,"Pool Table, Candle Light Dinner, Seaview, Relaxed Atmosphere, Shack, Awesome Place","Exclusive of applicable taxes and charges, if any","Takeaway Available
Full Bar Available
Indoor Seating
Smoking Area
Outdoor Seating
Seaview
Wifi",₹950 for two people (approx.) Without alcohol,227
Caravela - Taj Holiday Village Resort & Spa,"Seafood, Mediterranean, North Indian",4.3,"Vivanta By Taj, Holiday Village, Candolim, Goa",7:30am – 11pm (Today),+918326645858,"Great Lighting, Sophisticated, Seaview, Great Service, Hospitality, Food Quality","Exclusive of applicable taxes and charges, if any","Breakfast
Wheelchair Accessible
Full Bar Available
Outdoor Seating
Wifi
Luxury Dining
4/5 Star
Table booking recommended
Smoking Area
Family Friendly
Live Music","₹3,000 for two people (approx.) Without alcohol",188
Tiamo Gelato,"Ice Cream, Shake",3.9,"Anjuna, Goa",12noon – 3am (Today),+919711123169,₹300 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",8
Perfect Cup,"Cafe, Continental, Beverages, Desserts",4.4,"Panaji, Goa",7am – 11pm (Today),+917722057845,"Fair Prices, Student Crowd, Seating, Young Crowd, Elaborate Menu, Customizable Food","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Smoking Area
Outdoor Seating
Work Friendly
Wifi","₹1,000 for two people (approx.) Without alcohol",183
The Mango Tree,"Continental, North Indian, Chinese, Fast Food, Italian, Finger Food, Beverages",4.0,"Vagator, Goa",10am – 3:30am (Today),+918975480868,"Pancake, Pizzas, Beers, Cold Coffee, Drink, Chicken Cafreal","₹1,600 for two people (approx.) Without alcohol","Breakfast
Takeaway Available
Full Bar Available
Smoking Area
Desserts and Bakes
Wifi
Outdoor Seating
Live Music
Serves Cocktails
Family Friendly
Indoor Seating","Ample Seating Area, Nice Music, Good Crowd, Relaxed Atmosphere, Good Quality Food, Interior",847
Soho,"North Indian, Continental, Chinese, Italian, Mughlai, Biryani",3.8,"Panaji, Goa",7am – 1:30am (Today),+919168383800,"₹1,800 for two people (approx.)",,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",30
Planet Dailies - Planet Hollywood,"Asian, Continental, North Indian, South Indian, Chinese, Desserts",4.4,"Majorda, Goa",11am – 11:30pm (Today),+918326751000,"Family Place, Breakfast, Staff, Ambience, Service, Food","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","₹1,800 for two people (approx.) Without alcohol",55
Izumi Assagao,"Japanese, Sushi",4.1,"Assagao, Goa",Opens at 7pm,+919923645569,"₹2,500 for two people (approx.) Without alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",30
The Goan Room,"Goan, Seafood, North Indian, Chinese, Continental, Biryani, Desserts, Beverages",4.4,"Panaji, Goa",Opens at 7pm,+919890059059,"Peri Peri Prawn, Goan Thali, Chicken Tandoori, Authentic Goan Food, Crabs, Mocktails","₹1,200 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Desserts and Bakes
Family Friendly","Good for Large Groups, Cozy Place, Food Quantity, Good Staff, Relaxed Atmosphere, Family Crowd",531
Filomena's Kitchen,"North Indian, South Indian, Beverages",-,"Vasco, Goa",11am – 11pm (Today),+919511261312,"₹1,000 for two people (approx.)",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
Cafe Central,"Bakery, Desserts, Street Food",4.5,"Panaji, Goa","9am – 12:30pm, 3pm – 7:30pm (Today)",+918322426451,₹250 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",120
Yaki Zushi,"Japanese, Thai, Chinese, Sushi, Beverages",4.5,"Penha de Franca, Goa",12noon – 11pm (Today),+917030864409,"Prawn Sushi, Ramen, Salmon, Crab, Beef, Dessert","₹1,700 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Smoking Area
Outdoor Seating
Table booking recommended
Family Friendly","Excellent Service, Presentation, Owner, Awesome Food, Main Course, Great Service",986
Dhananjay Fish Curry,Goan,4.3,"Baga, Goa",8am – 11pm (Today),+919689156696,"Prawns Fry, Goan Fish Thali, Fish Fry, Fish Curry",₹300 for two people (approx.),"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Worth the Money, Excellent Food, Awesome Food, Delicious Food, Great Food, Quantity",59
Bibhitaki Vegan & Vegetarian Cafe,"Cafe, Fast Food, Healthy Food, Desserts, South Indian, Beverages, Coffee",3.1,"Palolem, Goa",8:30am – 9:30pm (Today),+919739463723,₹650 for two people (approx.),,,"Exclusive of applicable taxes and charges, if any",25
Padaria Prazeres,"Bakery, Desserts",4.8,"Panaji, Goa",Opens tomorrow at 9am,+919322806130,₹600 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",38
Sabor Cafe,"Fast Food, Goan, Ice Cream, Desserts, Coffee, Cafe",3.8,"Assagao, Goa",9am – 7:15pm (Today),+919834913614,₹950 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",6
Amuz By Hemant Oberoi,"Goan, North Indian, Continental, Burger, Fast Food, Beverages",3.9,"Anjuna, Goa",12noon – 10:30pm (Today),+919137433576,"₹2,000 for two people (approx.) Without alcohol",,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Smoking Area
Serves Cocktails","Exclusive of applicable taxes and charges, if any",9
Alcoves Restaurant & Bar,"North Indian, Chinese, Goan",3.5,"Aquem, Goa","12midnight – 1am, 10:45am – 12midnight (Today)",+919405923048,₹500 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",74
Om Lawn Family Bar and Restaurant,"North Indian, Fast Food, Chinese, Goan, Biryani, Seafood, Salad, Mughlai",3.9,"Siolim, Goa",Opens at 7pm,+919823709092,"Great Place for Family, Fresh Food, Good Quality, Taste","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹950 for two people (approx.) Without alcohol,15
